id,subcat_sed,direccion,cve_delg,ubicacion,nombre,superficie,perimetro,categoria
2404,14,Mar Azov,11,"CALLE GOLFO DE RIGA, CALLE GOLFO DE GABES Y CALLE",JARDIN DIANA,310.70019275,74.6299375392,3
2405,3,Mar Mediterraneo,11,,CAMELLON EJE 3 NORTE. AV. CUITLAHUAC,183.453678284,121.419248268,2
2406,9,Ciclovía Horacio,11,,CAMELLON AV. MOLIERE,255.950856372,57.3340886606,2
2407,3,Tetla,11,,,536.502660735,257.922368321,2
2408,3,Lic. Rafael reyes Espindola,11,,,153.691651255,299.129418002,2
2409,3,Av. Ejército Nacional,11,,CAMELLON AV. EJERCITO NACIONAL MEXICANO,195.356424157,193.191970771,2
2410,3,Río San Joaquín,11,,CAMELLON AV. MOLIERE,668.818343734,253.179638317,2
2411,3,Lago Trasimeno,11,,CAMELLON AV. AQUILES SERDAN (PARQUE VIA),1506.46195007,326.230915504,2
2412,3,Marina Nacional,11,,CAMELLON AV. AQUILES SERDAN (PARQUE VIA),1938.64376758,473.470380591,2
2413,3,Alpes,11,,,171.028843532,144.623508797,2
2414,3,Viaducto,11,,,1591.02001923,545.877936428,2
2415,8,Avenida Parque Lira,11,,CAMELLON AV. PARQUE LIRA,58838.1111034,1698.23246946,4
2416,7,Constituyentes,11,,,3308.18318809,255.415242093,1
2417,7,Manuel Ávila Camacho,11,,,2931.74948063,420.687354442,1
2418,3,Paseo de los Ahuehuetes Sur,11,,CAMELLON AV. PASEO DE LOS AHUEHUETES,293.060122529,195.977398279,2
2419,21,Bosque de Jazmines,11,,BOSQUES DE LAS LOMAS,6005.38179362,487.012060499,5
2420,3,Presa Salinillas,11,,CAMELLON AV. PRESA SALINILLAS,384.688912813,176.448660113,2
2421,5,,11,,,3569.2155518,291.806680536,1
2422,3,Plan de Guadalupe,11,,,580.778662187,319.357106521,2
2423,3,Plan de Guadalupe,11,,,279.596889081,177.584371871,2
2424,3,Río San Joaquín,11,,CAMELLON INTERIOR RIO SAN JOAQUIN,1192.198682,335.427263221,2
2425,3,Marina Nacional,11,,CAMELLON AV. AQUILES SERDAN (PARQUE VIA),337.338800123,243.373050979,2
2426,3,Calzada General Mariano Escobedo,11,,CAMELLON AV. GRAL. MARIANO ESCOBEDO,47.537249344,42.3415085007,2
2427,9,Río San Joaquín,11,,GLORIETA,3263.7872972,309.553500882,2
2428,9,Newton,11,,GLORIETA,576.516542278,139.850042936,2
2429,7,,11,,,490.984745239,108.889514673,1
2430,5,,11,,,396.542879655,98.3806941564,1
2431,5,Instituto Técnico Industrial,11,,,7995.35291961,659.8604801,1
2432,7,Doctora,11,,,755.218073686,209.561802689,1
2433,3,,11,,CAMELLON PERIFERICO (Blvd. MANUEL AVILA CAMACHO),388.904204351,143.447663787,2
2434,4,Rodolfo Gaona,11,,CAMELLON AV. PRESA SALINILLAS,74601.3114065,10095.995418,1
2435,4,Batalla de la Carbonara,11,,,6502.9832608,1536.34561799,1
2436,5,Calz. Legaria,11,,,265.179280244,99.4396043506,1
2437,2,Lago Urmiah,11,,,27460.5390098,1624.90185776,1
2438,11,Sierra Mojada,11,,Instituto Cunbres Lomas,5695.51319299,977.694180733,1
2439,2,,12,,,5427.52331406,300.358905317,1
2440,2,,12,,,1849.80237569,455.659072868,1
2441,7,,12,,,330.783324151,121.765917282,1
2442,5,,12,,,235.046313637,89.1901236752,1
2443,5,Guadalajara,12,,,4745.8998656,891.62260724,1
2444,6,,12,,,174.2867442,52.8459317273,3
2445,3,Avenida Nuevo León,12,,,22.2178701278,22.0700466782,2
2446,3,Avenida Nuevo León,12,,,382.253790147,284.316545595,2
2447,3,Avenida Nuevo León,12,,,562.393468274,406.713735435,2
2448,2,,12,,,5883.03560098,315.492847346,1
2449,2,VENUSTIANO CARRANZA,12,,,7090.15011508,427.389355556,1
2450,5,Calle Barranca Seca,12,,,20.4999987436,24.943427796,1
2451,5,Mar de los Vapores,13,,,19.545042538,19.5399834435,1
2452,5,,13,,,38.634952895,31.4074661294,1
2453,5,Bellas Artes,13,,,24.7117543374,30.9961133054,1
2454,5,Bellas Artes,13,,,66.7441728142,70.6014415897,1
2455,5,,13,,,76.51348892,57.0040811794,1
2456,4,La Turba,13,,,234.515238481,64.5411750807,1
2457,4,Manuel M. López,13,,,6739.70473412,1569.32555725,1
2458,5,Sor Juana Inez de la Cruz,13,,SUELO DE CONSERVACION,1797.02840371,683.688376487,1
2459,5,Guillermo Prieto,13,,SUELO DE CONSERVACION,2421.52784443,859.261178207,1
2460,2,Ferrocarril San Rafael Atlixco,13,,,10309.172252,663.137688711,1
2461,3,Calle Benito Juárez,13,,,138.925515774,153.182624845,2
2462,5,Mar de las Crisis,13,,,912.0583435,426.960932196,1
2463,2,Tomás Carrasquilla,13,,,2502.43773661,213.726802516,1
2464,3,Agricultura,13,,,123.709613006,111.448374727,2
2465,3,Doctor Juan Palomo Martínez,13,ENTRE 20 DE NOV. Y MIGUEL HIDALGO,CAMELLON DR. JUAN PALOMO MARTINEZ,79.1307926661,153.245505988,2
2466,19,Heberto Castillo,13,,SUELO DE CONSERVACION,967.567011531,133.425793395,6
2467,10,Ramón Cardona,13,AV. SAN RAFAEL ATLIXCO ENTRE BLAS CORRAL Y RIACHUELO SERPENTINO BA. ASUNCION Y COLONIA SANTA CECILIA,ANDADOR ECOLOGICO SAN RAFAEL ATLIXCO,139.551451943,61.6037223962,2
2468,10,San Rafael Atlixco,13,AV. SAN RAFAEL ATLIXCO ENTRE BLAS CORRAL Y RIACHUELO SERPENTINO BA. ASUNCION Y COLONIA SANTA CECILIA,ANDADOR ECOLOGICO SAN RAFAEL ATLIXCO,716.258849516,200.649431764,2
2469,8,San Rafael Atlixco,13,AV. SAN RAFAEL ATLIXCO ENTRE BLAS CORRAL Y RIACHUELO SERPENTINO BA. ASUNCION Y COLONIA SANTA CECILIA,ANDADOR ECOLOGICO SAN RAFAEL ATLIXCO,648.145077834,200.212723738,4
2470,3,Montes de las Cordilleras,13,,,155.859525422,121.368933479,2
2471,7,,13,,,784.917735453,205.311396603,1
2472,9,San Rafael Atlixco,13,,SUELO DE CONSERVACION,80.6968585702,31.8851430583,2
2473,3,Riachuelo Serpentino,13,CAMELLON RIACHUELO SERPENTINO ENTRE AV. TLAHUAC Y SAN RAFAEL ATLIXCO,PIRAMIDE RIACHUELO SERPENTINO,414.63730583,88.0897318835,2
2474,3,Chalpa,13,,,79.8268631158,41.5725822596,2
2475,3,Avenida de las Torres,13,,,52.0379660138,33.6110042676,2
2476,5,SEGUNDA,13,,,548.233093298,255.359558528,1
2477,8,,13,FRANCISCO I. MADERO  ENTRE HIDALGO Y NICOLAS BRAVO BARRIO ASUNCION,JARDIN PRINCIPAL DELEGACION,643.591260223,145.097127197,4
2478,3,Juventino Rosas,13,,,385.147055116,114.823392368,2
2479,3,Reforma Agraria,13,,,270.099429427,216.740664059,2
2480,8,,13,AV. JUVENTINO ROSAS ESQUINA  AV. AGUSTIN LARA COLONIA SAN JOSE,JARDIN SAN JOSE,102.911866839,42.5640242742,4
2481,3,Circunvalación,9,,,109.664103599,130.824954912,2
2482,14,Batalla Colima,9,,,1573.60679174,257.245142089,3
2483,4,Rosario Castellanos,9,,,1694.49851633,251.516285339,1
2484,4,Calle 14,9,,,1295.72080628,202.496440201,1
2485,5,Luis Donaldo Colosio,9,,,1208.92776777,447.101993841,1
2486,3,Tepatixtla,9,,,5968.96514694,1649.90694449,2
2487,3,Avenida Gavilán,9,,,68.3159703246,69.4954245544,2
2488,3,Avenida Gavilán,9,,,69.6718472941,77.6262957987,2
2489,8,Avenida de las Torres,9,,,26.7475293749,21.4144722016,4
2490,3,Genaro Estrada,9,,,3546.08344737,553.382391939,2
2491,5,,9,,,212.839120045,78.0928266802,1
2492,5,,9,,,11180.0697531,403.298237003,1
2493,8,Olvido,9,,,8067.23982674,1128.08694905,4
2494,15,Canal Nacional,9,,,945.122641033,755.788277611,6
2495,5,,10,,,38.0096958894,29.2962610553,1
2496,5,Clavel,10,,,125.258319501,96.0744989298,1
2497,4,Avenida San Francisco,10,,,8621.45585664,769.535183175,1
2498,3,Supervía Poniente,10,,,1203.60082611,275.947067136,2
2499,5,,10,,,77.371010448,53.3410258908,1
2500,8,Queretaro,10,F.C. DE CUERNAVACA (SAN BERNABÉ),CAMELLON F.C. DE CUERNAVACA (SAN BERNABÉ),447.32886721,139.06695326,4
2501,8,San Bernabé,10,,,519.165414125,103.89777802,4
2502,5,QUETZALCATL,10,,,696.255348143,138.792859784,1
2503,4,San Bernabé,10,PERIFERICO Y AV. SAN BERNABE,"U.H. INDEPENDENCIA, NORTE Y SUR",29205.755935,2314.51126028,1
2504,5,Segunda Santiago,10,,,222.776883776,113.209822782,1
2505,3,Ciclopista,10,,CAMELLON F.F.C.C. DE CUERNAVACA,538.115347527,167.972130706,2
2506,3,Autopista Urbana Sur,10,DE PASEO DEL PEDREGAL A OBSERVATORIO,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,2401.7040983,343.313791642,2
2507,8,Supervía Poniente,10,,,896.919111158,143.750189858,4
2508,8,Paseo Cri Crí,10,"PERIFERICO Y SUIZA, COL. SAN JERONIMO LIDICE",PARQUE RECREATIVO CRI-CRI,2204.08180644,276.510596224,4
2509,21,Calle Río San Juan,10,,BARRANCA TEXCALATLACO,39389.4715613,1672.55826751,5
2510,7,,10,,,65.5727194172,42.166978442,1
2511,5,San Jerónimo,10,"AV. SN. JERONIMO Y JUEREZ, COL. SAN JERONIMO LIDIC",JARDIN ESCUELA SUPERIOR DE GUERRA,459.463681336,473.341346963,1
2512,5,Jalapa,10,,,28.0210801544,21.1936828935,1
2513,5,Benito Juárez,10,"AV. SN. JERONIMO Y JUEREZ, COL. SAN JERONIMO LIDIC",ESCUELA SUPERIOR DE GUERRA,2300.71136715,329.931524781,1
2514,4,Río Chico,10,PERIFERICO Y AV. SAN BERNABE,"U.H. INDEPENDENCIA, NORTE Y SUR",79693.897164,8883.07529837,1
2515,3,Prado Sur,11,,CAMELLON AV. PRADO SUR,4176.07892483,661.402073495,2
2516,3,Sierra Aconcagua,11,DE SIERRA ACONCAGUA A BOULEVARD M. AVILA CAMACHO,CAMELLON AV. PASEO DE LAS PALMAS,1108.1936537,255.127664584,2
2517,9,Explanada,11,,GLORIETA,3172.58737582,242.436557935,2
2518,3,Calderón de la Barca,11,DE BOULEVARD M. AVILA CAMACHO A AV.MOLIERE,CAMELLON AV. HOMERO,404.7264744,132.939575184,2
2519,3,Temistocles,11,,GLORIETA,276.842716414,242.339774577,2
2520,3,Sierra Tarahumara Poniente,11,,CAMELLON AV. DE LOS ALPES,171.80555069,144.585131749,2
2521,3,Salvador Diaz Miron,11,,,801.987085136,142.000411442,2
2522,3,Paseo de la Reforma,11,DE AV. MONTAÑAS ROCOLLOSAS A CALLE RETORNO JULIETA,CAMELLON PASEO DE LA REFORMA,1431.95176231,260.083124729,2
2523,1,,11,,,8657.29619199,374.294239786,1
2524,1,,11,,,7521.51347126,347.056916286,1
2525,1,,11,,,11680.3781494,440.212308909,1
2526,1,,11,,,6301.36758911,358.053575651,1
2527,1,Poniente 145-A,11,,PANTEON FRANCES,37099.4346637,3153.75120119,1
2528,3,Rodolfo Gaona,11,,CAMELLON AV. RODOLFO GAONA,754.257598124,302.441306095,2
2529,3,Av. Irrigación,11,,CAMELLON AV. IRRIGACION,412.652894194,168.576825396,2
2530,3,Castillo Miramar,11,DE AV. MONTAÑAS ROCOLLOSAS A CALLE RETORNO JULIETA,CAMELLON PASEO DE LA REFORMA,1043.37466842,221.865619295,2
2531,3,Av. Presidente Masaryk,11,,CAMELLON AV. MOLIERE,280.12497589,239.864454723,2
2532,3,Campos Elíseos,11,DE PASEO DE LA REFORMA A AV. MARIANO ESCOBEDO,CAMELLON AV. CAMPOS ELISEOS,738.70282966,179.252025748,2
2533,3,Laguna de Mayrán,11,,CAMELLON AV. LAGUNA DE MAYRAN,457.566979045,257.345132981,2
2534,8,Sierra Ixtlán,11,PASEO DE LA REFORMA DE AV. MONTAÑAS ROCOLLOSAS A A,PARQUE VIA REFORMA,12503.8938117,746.73398227,4
2535,3,Boulevard de los Virreyes,11,DE AV. PRADO SUR A MONTA�AS ROCOLLOSAS,CAMELLON AV. DE LOS VIRREYES,209.472372348,126.912576239,2
2536,3,Av. Ejército Nacional,11,,CAMELLON AV. EJERCITO NACIONAL MEXICANO,609.98303801,196.343672694,2
2537,3,Batalla de la Carbonara,11,,CAMELLON AV. LEGARIA (MEXICO-TACUBA),890.512633258,510.10235616,2
2538,3,Mar de las Lluvias,13,,CAMELLON AV. MAR DE LLUVIAS,362.89095166,244.532078412,2
2539,3,Mar de las Lluvias,13,,CAMELLON AV. MAR DE LLUVIAS,369.701449737,246.529181966,2
2540,8,,13,,,387.606690493,77.5972759014,4
2541,3,Heberto Castillo,13,,SUELO DE CONSERVACION,1079.80863844,1088.42319645,2
2542,8,,13,AV. STA. CRUZ DEODATO,PARQUE SOLIDARIDAD,789.948801616,125.280935258,4
2543,3,Prolongación Canal de Miramontes,14,,CAMELLON AV. CANAL DE MIRAMONTES,124.458678684,72.1433730401,2
2544,3,Prolongación Canal de Miramontes,14,,CAMELLON AV. CANAL DE MIRAMONTES,430.320202583,230.935579604,2
2545,3,Ferrocarril de Cuernavaca - Ciclopista,14,,CAMELLON AV. TARASQUILLO (F.C. DE CUERNAVACA),353.943504713,147.148986961,2
2546,8,Av. Insurgentes Sur,14,INSURGENTES SUR,PLAZA CUICUILCO,3837.01015277,272.391451635,4
2547,5,,14,,,1944.22871577,353.944401761,1
2548,5,Río San Buenaventura,14,,,18910.1255415,1639.25712254,1
2549,5,Arenal,14,,DEPORTIVO ARENAL TETEPAN,58850.4497843,3963.12054434,1
2550,3,San Juan de Dios,14,,CAMELLON VIADUCTO TLALPAN,1547.75576362,482.231638986,2
2551,3,Arenal,14,,,7995.62457735,1369.9283586,2
2552,3,Lateral Periferico,14,,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,3314.76987756,1086.30296659,2
2553,3,Viaducto Tlalpan,14,,,6827.48875051,1587.88357147,2
2554,3,Lateral Periferico,14,,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,4828.27318771,1269.97932704,2
2555,3,Viaducto Tlalpan,14,,CAMELLON VIADUCTO TLALPAN,705.461447266,223.736836096,2
2556,3,Tixkokob,14,,CAMELLON AV. TIXKOKOB,120.177411804,55.1273093706,2
2557,10,Viaducto Tlalpan,14,,GLORIETA,1528.56723025,160.207557263,2
2558,3,Tekal,14,,,451.821704296,117.964461138,2
2559,3,Calvario,14,,,820.130866368,450.306980096,2
2560,3,Las Fuentes,14,,CAMELLON AV. SAN FERNANDO,234.858001484,410.816268467,2
2561,3,Metrobús Linea 1,14,,,577.129891075,449.960274605,2
2562,3,Maní,14,,CAMELLON AV. MANI,2065.42747179,308.206396329,2
2563,8,Cuitláhuac,14,"CUAUHTEMOC, CARRASCO, CUITLAHUAC",PARQUE CUAUHTEMOC,11098.4864321,435.07522312,4
2564,5,Lateral Periferico,14,,,1041.29888484,132.069828584,1
2565,3,Maní,14,,CAMELLON AV. TARASQUILLO,1602.85194546,537.713469904,2
2566,10,Camino a Santa Teresa,14,,BOSQUE DE TLALPAN,1425.59330276,151.337424185,2
2567,10,Lateral Periferico,14,,CAMELLON ANILLO PERIFERICO (Blvd. ADOLFO LOPEZ MAT,1828.56179544,376.048185735,2
2568,10,Fuentes Brotantes,14,,,516.177549057,380.915935895,2
2569,3,Fuentes Brotantes,14,,,621.953229224,230.278907989,2
2570,3,Maní,14,,CAMELLON AV. MANI,567.046425338,141.599297826,2
2571,4,Fresales,14,,,780.981118099,124.854528308,1
2572,3,Estaño,15,,,378.716481242,168.772239725,2
2573,3,Bordo de Xochiaca,15,,,7932.18012018,938.29690203,2
2574,3,Cobre,15,,DEPORTIVO,3050.07500475,1196.70338559,2
2575,15,Carril Bus-Bici Eduardo Molina,15,,CANAL DE DESAGUE (EMILIANO ZAPATA),15054.9122406,948.831467727,6
2576,5,,15,,,97.2862887356,46.5749327504,1
2577,5,Juan de Arco,15,,,1459.32666175,593.113053554,1
2578,5,Ret. 32 Pte.,15,,,1490.7235171,421.476484657,1
2579,8,Limón,15,"AV. SOLEDAD, COL. CENTRO",PARQUE SOLEDAD,2286.43636237,209.668175899,4
2580,6,Avenida Gran Canal,15,,CANAL DE DESAGUE (EMILIANO ZAPATA),4289.68726921,413.76556247,3
2581,15,Río Consulado,15,,CANAL DE DESAGUE (EMILIANO ZAPATA),13826.2870965,847.867530361,6
2582,3,Oceanía,15,,,128.982299104,105.259108429,2
2583,3,Asistencia Pública,15,,CAMELLON AV. ASISTENCIA PUBLICA,863.64770045,1003.02213598,2
2584,3,,15,,,299.767210692,102.480191186,2
2585,4,Ret. 9 de I. Zaragoza,15,,,15403.0940382,2673.3852913,1
2586,3,Transval,15,AV. NORTE Y AV. ORIENTE 172,CAMELLON AV. NORTE Y ORIENTE 172,465.236165809,204.241034172,2
2587,5,Cananea,15,"AV. CANANEA Y COBRE, COL. NICOLAS BRAVO",PARQUE NICOLAS BRAVO,2100.39583055,597.070522065,1
2588,3,Calle 55,15,,CAMELLON AV. FCO. MORAZAN - AV. OCHO,3067.18326546,890.208535261,2
2589,3,,15,,,13410.5518339,609.894141611,2
2590,3,Fuerza Aerea Mexicana,15,,,2256.92873477,985.423547709,2
2591,3,Central de Plomeos,15,,,565.602224406,492.202082676,2
2593,3,Agiabampo,15,,CAMELLON AV. IGLESIAS CALDERON,2303.09998288,1165.81676368,2
2594,3,Oriente 172,15,AV. NORTE Y AV. ORIENTE 172,CAMELLON AV. NORTE Y ORIENTE 172,1158.03420061,362.316053056,2
2595,3,Perales,14,,,83.2222131917,95.0338180153,2
2596,3,Línea 4,14,,CAMELLON AV. LINEA UNO,490.64988242,149.584137976,2
2597,8,Quiote,14,,,9201.13520134,620.768742777,4
2598,3,Ingenio La Joya,14,,CAMELLON,1290.42088502,280.787179976,2
2599,8,Ingenio Calipan,14,"INGENIO CALIPAN, INGENIO LA JOYA",PARQUE RINCONADA COAPA 2A. SECC. NUM. 2,4270.50711869,483.108553054,4
2600,8,El Portal,14,PORTAL EL TAPANGO MAYORASGO,U.H. NARCISO MENDOZA S.M. 5,4605.76789424,285.884145359,4
2601,3,Hacienda La Carlome,14,,,52.6673403864,97.4931777453,2
2602,3,Rancho Piomo,14,,CAMELLON AV. DIVISION DEL NORTE,523.817747692,353.038346136,2
2603,8,Tetis,14,,,3029.10173121,220.918786066,4
2604,10,Ferrocarril de Cuernavaca - Ciclopista,14,,,646.249821923,242.084184125,2
2605,3,Calzada Acoxpa,14,,CAMELLON AV. ACOXPA,1422.46096401,321.512824345,2
2606,3,Club Atlante,14,,,598.226741464,475.882151128,2
2607,5,Norte 176,15,,,12.0221617052,15.3158559104,1
2608,14,Av. Eduardo Molina,15,CALZ. IGNACIO ZARAGOZA,CAMELLON AV. CALZADA IGNACIO ZARAGOZA,3063.3578223,1389.50850014,3
2609,3,Norte 17,15,"BLV. PUERTO AEREO, AV. MEXICO. COL. P. DE LOS BAÑO",GLORIETA  BLV. ORIENTE,1729.88005626,844.197364882,2
2610,7,Prol. Encuadernadores,15,,,1392.0996632,401.115880821,1
2611,2,Norte 21,15,,,9287.0110148,468.209507197,1
2612,5,Prolongación Río Churubusco,15,,,206.222991864,83.0438053864,1
2613,3,,15,,,112.016682695,64.8938400473,2
2614,5,Sorpresa,15,,,1459.80900739,410.055399363,1
2615,6,Molotl,15,,,2432.73261442,588.252055976,3
2616,5,,15,,,33.5968658276,24.5029972293,1
2617,7,Xaltocán,15,,,242.47226642,111.415877736,1
2618,3,Calle 45,15,CALZ. IGNACIO ZARAGOZA,CAMELLON CALZADA IGNACIO ZARAGOZA,1895.410607,767.200307269,2
2619,5,Ixnahualtongo,15,,,420.1480014,182.01616553,1
2620,5,Oriente 156,15,,,597.039442567,302.75678722,1
2621,6,Xalmimilulco,15,,,836.901359024,146.167617409,3
2622,3,Miguel Jacintez,15,IZTACCIHUATL,CAMELLON AV. IZTACCIHUATL,89.5307424154,47.3278667123,2
2623,20,Retorno del Bosque,16,,0,36107.7878442,857.073145782,8
2624,3,Guadalupe I. Ramirez,16,ENTRE PROL. DIVISION DEL NORTE Y GLADIOLAS,CAMELLON AV. GPE. I. RAMIREZ,75.708456937,108.345924959,2
2625,3,Guadalupe I. Ramírez,16,,0,342.118067784,409.50934892,2
2626,9,Ahuejotes,16,,0,1942.74801215,198.720490868,2
2628,2,,16,,,5079.62743831,322.596046125,1
2629,3,,16,,0,126.035219733,39.8476852797,2
2630,12,,16,,0,10612.3119272,665.064061253,4
2631,2,,16,,,21517.4221904,622.379295861,1
2632,8,,16,,0,879.338060614,129.887133488,4
2633,3,Acueducto,16,,,1084.50507241,395.140816782,2
2634,2,Avenida Tamaulipas,1,,BARRANCA JALALPA,28020.1506077,2384.84339574,1
2635,3,Vasco de Quiroga,1,AV. PASEO DE LA REFORMA,GLORIETA,4603.04999628,241.023196424,2
2636,8,Calzada de las Carretas,1,AV. CORCELES FRENTE A LA SEC.  COLINAS DEL SUR,PARQUE ECOLÓGICO COLINAS DEL SUR.,28821.9876668,788.839605877,4
2637,3,Minerva,1,"DE BARRANCA DEL MUERTO A UNIVERSIDAD, COL. FLORIDA",CAMELLON DE AV. MINERVA,592.893767206,319.495918928,2
2638,3,Periférico,1,,,2887.86285816,796.604119435,2
2641,3,Camino Real de Toluca,1,,,588.446664501,251.356434657,2
2642,5,Calzada Desierto de los Leones,1,,,12702.9875189,1762.33764867,1
2643,10,Central,1,"DE AV. SAN ANTONIO A VIA A LA VENTA, COL. CAROLA",CAMELLON AV. CENTRAL,768.034956689,117.652066941,2
2644,3,INSURGENTES SUR,1,,,197.725749648,226.119653453,2
2645,3,Ciclopista,1,"DE CALZ. LAS AGUILAS A PILARES, COL. LAS AGUILAS",CAMELLON AV. ROMULO O`FARRIL,4799.02268581,1133.08933935,2
2646,3,PASEO HACIENDA SANTA FE,1,AV. BERNARDO QUINTANA,GLORIETA,790.011598401,100.078485942,2
2647,3,Universidad,1,,,481.814252546,414.283462743,2
2648,5,Ernesto P. Uruchurtu,1,,,1163.85804326,285.575470339,1
2649,8,Luis Donaldo Colosio,1,,,2250.09363018,299.091645047,4
2650,8,Tecoyotitla,1,"DE AV. INSURGENTES A UNIVERSIDAD, COL. FLORIDA",CAMELLON DE VITO ALESSIO ROBLES,123.369206383,76.0848372861,4
2651,3,Manuel Ávila Camacho,1,ADOLFO LOPEZ MATEOS Y PERIFERICO (BLVD. MANUEL AVI,GLORIETAS,3055.70525562,421.889260409,2
2652,3,Calzada de las Carretas,1,,,161.622991265,132.723039604,2
2653,3,Constituyentes - La Venta,1,"DE CAMINO A TOLUCA A CUAJIMALPA,LOMAS DE STA. FE",CAMELLON AV. PASEO DE LA REFORMA,29853.1103672,3673.36080118,2
2654,8,NINGUNO,1,AV. CENTRAL Y AV. SAN ANTONIO,OTRO,6573.16339232,864.661654034,4
2655,3,Supervía Poniente,1,"CALZ. AGUILAS, COL. LOMAS DE GPE.",PARQUE LAS AGUILAS,604.504550539,132.770833851,2
2656,8,Calzada de las Aguilas,1,"CALZ. AGUILAS, COL. LOMAS DE GPE.",PARQUE LAS AGUILAS,6854.51747442,333.260185232,4
2657,14,,1,,,1759.403258,195.353496834,4
2658,3,Av. Universidad,1,,,349.647100039,118.726854701,2
2659,3,Joaquín Gallo,1,,,940.199981981,444.380271024,2
2660,3,NINGUNO,1,,BARRANCA TLALPIZAHUAYA,1817.61453654,1245.49498977,2
2661,3,Paseo del Pedregal,1,DE EJE 10 SN. JERONIMO A PERIFERICO,CAMELLON DE AV. PASEO DEL PEDREGAL,1770.65369806,387.416168526,2
2662,3,Acueducto de los Leones,1,,,1050.60851317,324.464542612,2
2663,5,Calz. Charreria,1,,,2047.67051419,750.739823185,1
2664,3,Paseo del Río,1,"DE M. ANGEL DE QUEVEDO A EJE 10 SUR, COL. COPILCO",CAMELLON DE AV. PASEO DEL RIO,3392.01391455,356.639927153,2
2665,3,Bernardo Quintana,1,AV. BERNARDO QUINTANA,CAMELLON AV. BERNARDO QUINTANA,2466.891378,840.549036363,2
2666,3,Circuito 2,1,COL. LOMAS DE PLATEROS,U. H. LOMAS DE PLATEROS,737.496972295,120.040161445,2
2667,2,Calle de las Rosas,1,JAZMIN Y FLOR DE CANELA,OTRO,5986.6347877,443.174158911,1
2668,3,Santa Fe,1,PROL. MINAS DE ARENA Y SUR 122,TRIANGULO,207.999469606,86.629569964,2
2669,3,5 de Mayo,1,,BARRANCA TARANGO,2504.89547749,2604.22472095,2
2670,3,Vasco de Quiroga,1,AV. VASCO DE QUIROGA,"CAMELLON AV. VASCO DE QUIROGA, G. GONZALEZ",167.073958964,51.7868513126,2
2671,8,Cataratas,1,"CALZ. AGUILAS ROMULO O' FARRIL, COL LOMA BONITA",PARQUE ECOLOGICO LAS AGUILAS 2DA. SECCION,115904.897765,3909.05044411,4
2672,8,Del Hierro,1,"C. PARALELA 7, PALOMO Y ANDADOR DE OPALO",PARQUE OPALO Y PLOMO,390.767260134,89.2454094334,4
2673,17,5 de Mayo,1,,,1854.21262418,425.033599832,7
2674,5,Danza,2,,CAMELLON AV. DE LAS CULTURAS,805.454945196,312.432526913,1
2675,3,Avenida Ceylán,2,,,421.044632138,203.043533601,2
2676,1,,1,AV. ROMULO O`FARRIL,LAS AGUILAS,11291.2341537,438.249266945,1
2678,5,Hacienda Clavería,2,,,667.97991997,150.97061691,1
2679,3,Paseo del Pedregal,1,DE EJE 10 SN. JERONIMO A PERIFERICO,CAMELLON DE AV. PASEO DEL PEDREGAL,3081.44187079,627.78101461,2
2680,3,Constituyentes - La Venta,1,AV. PROL. REFORMA,CAMELLON AV. PROL. REFORMA,3531.50569684,650.525831806,2
2681,7,Miguel Hidalgo,1,,,6795.58456826,1748.09149741,1
2682,7,,1,,,11660.4067678,1032.2014859,1
2683,3,Calzada de las Aguilas,1,"DE CALZ.  LAS AGUILAS A C.BUHARROS, COL. L. DE GPE",CAMELLON AV. DE LOS PETRELES,234.301743921,274.043863021,2
2684,3,Periférico,1,,,2188.24676604,837.56749297,2
2685,5,De Las Culturas,2,,,16.1125590208,16.2041499146,1
2686,4,,2,,,639.686144394,140.912877735,1
2687,5,,2,,,157.980898495,60.7885482566,1
2688,3,Avenida Javier Barros Sierra,1,,,87.2118875035,48.13424261,2
2689,3,Calle 2,1,,,2685.32632379,480.698580195,2
2690,3,Calzada de las Aguilas,1,,,597.143309136,202.863503894,2
2691,3,Calzada de las Aguilas,1,,,127.461146291,133.512933843,2
2692,14,Campo Verde,2,FORTUNA NACIONAL Y CAM. VERDE,PARQUE LAS NINFAS,2968.58857364,219.138498257,3
2693,3,Salonica,2,,CAMELLON AV. DE LAS GRANJAS (CABO-HORNOS),317.615689515,159.874289855,2
2694,4,Aquiles Serdán,2,,CAMELLON AV. AQUILES SERDAN (PARQUE VIA),407.815286109,95.1940920694,1
2695,10,Encarnación Ortiz,2,,,216.463674729,161.528458146,2
2696,2,Rosario,2,,DEPORTIVO AZCAPOTZALCO,211916.72964,3411.83631123,1
2697,3,Campo Boca del Toro,2,,,379.933677999,304.67838946,2
2698,8,Alfareros,2,,,5479.87993901,337.879531441,4
2699,3,Wake,2,,,100.794663085,80.0110742812,2
2700,3,Campo Cantemoc,2,AV. CAMPO CANTEMOC,CAMELLON AV. CAMPO CANTEMOC,86.8254768308,50.0878744497,2
2701,9,Calzada Camarones,2,,CAMELLON CALLE LAS NUECES,420.676321598,75.3334067892,2
2702,5,Hacienda La Castañeda,2,,,1213.86722047,333.312306186,1
